,Station ID,ANNAN,BANQIAO,CAILIAO,CHANGHUA,CHAOZHOU,CHIAYI,DALI,DALIAO,DAYUAN,DONGSHAN,DOULIU,ERLIN,FENGSHAN,FENGYUAN,FUGUEICAPE,FUXING,GUANSHAN,GUANYIN,GUTING,HENGCHUN,HSINCHU,HUALIEN,HUKOU,KEELUNG,LINKOU,LINYUAN,LONGTAN,LUNBEI,MAGONG,MAILIAO,MEINONG,MIAOLI,NANTOU,NANZI,PINGTUNG,PINGZHEN,PULI,PUZI,QIANJIN,QIANZHEN,QIAOTOU,RENWU,SANYI,SHALU,SHANHUA,SHILIN,SONGSHAN,TAINAN,TAITUNG,TAIXI,TAMSUI,TAOYUAN,TOUFEN,TUCHENG,WANHUA,WANLI,XIANXI,XIAOGANG,XINDIAN,XINGANG,XINYING,XINZHUANG,XITUN,XIZHI,YANGMING,YILAN,YONGHE,ZHONGLI,ZHONGMING,ZHONGSHAN,ZHUDONG,ZHUSHAN,ZUOYING
117,2013/04/25 00:00:00,55.7917,37.1250,35.4583,33.6667,46.2917,45.0833,34.8750,51.6667,48.0000,49.5417,44.3478,46.6667,-99999.0000,34.2083,-99999.0000,-99999.0000,40.3333,-99999.0000,31.5652,66.3333,38.9583,52.7826,49.5833,51.5417,50.0417,46.4583,38.2500,39.3750,-99999.0000,-99999.0000,50.3750,33.1667,43.4167,45.5833,54.5833,41.4167,19.3750,51.7083,49.5000,-99999.0000,-99999.0000,39.7917,24.2083,40.6667,49.3333,36.2500,32.2609,58.0000,47.2083,56.3333,50.5833,37.3333,36.7083,36.0000,26.3750,63.7500,45.3333,43.1667,38.5833,47.7500,50.0417,-99999.0000,37.9167,32.0000,-99999.0000,45.2917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.0833,35.7917,51.1250
118,2013/04/26 00:00:00,63.4167,68.3333,71.5000,45.7500,54.2083,55.0833,45.8750,56.0833,74.0000,36.9167,62.2500,55.2500,-99999.0000,45.0417,-99999.0000,-99999.0000,66.2083,-99999.0000,66.5833,81.0833,74.7500,71.7500,81.0417,74.3333,73.2917,63.3043,74.0000,54.4167,-99999.0000,-99999.0000,55.9167,57.5833,46.9583,69.2500,59.4583,77.7826,35.4167,58.5652,69.8750,-99999.0000,-99999.0000,64.0000,46.8750,54.4583,52.1250,72.1667,69.0435,64.9167,70.2500,66.7917,81.6250,74.9583,67.0417,79.0417,58.1250,85.4167,53.6250,54.5417,77.4583,59.5000,52.9545,-99999.0000,47.6250,63.3750,-99999.0000,60.5417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,70.0556,65.0833,71.0435
119,2013/04/27 00:00:00,62.4583,62.6667,68.5833,59.3750,47.6250,56.1250,53.7500,52.5417,78.6667,44.7391,56.6667,57.0000,-99999.0000,55.7500,-99999.0000,-99999.0000,38.2500,-99999.0000,64.1250,79.5000,74.9167,49.5000,87.0000,73.1667,68.2917,69.5000,67.0417,52.2500,-99999.0000,-99999.0000,50.3000,49.5417,55.5000,48.1250,50.5417,71.2917,51.0417,63.4348,54.1667,-99999.0000,-99999.0000,49.5417,57.8333,54.3333,51.4167,69.5833,70.2917,62.7917,47.2917,72.7059,72.6250,60.0000,71.5833,66.8696,53.2083,73.2917,60.6250,44.2609,68.5000,54.9583,61.0833,-99999.0000,49.5417,57.4583,-99999.0000,57.5833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,57.0833,55.2500
120,2013/04/28 00:00:00,70.8696,40.2500,39.5417,63.5000,83.7500,62.9167,58.7083,92.6667,55.7917,36.6667,67.8333,65.6522,-99999.0000,50.0417,-99999.0000,-99999.0000,41.0833,-99999.0000,32.9167,60.5000,64.0000,49.9583,61.2083,39.4583,47.6250,99.0833,62.2917,62.9167,-99999.0000,-99999.0000,63.0000,60.7083,59.6667,82.1250,66.5833,58.5000,51.7826,66.0000,83.3333,-99999.0000,-99999.0000,76.4167,55.4583,66.7083,59.4583,45.0000,42.3750,71.3333,52.4167,-99999.0000,43.9167,47.9583,68.2083,48.5417,25.7500,38.8750,69.2917,84.7917,41.9583,66.1667,60.5000,-99999.0000,57.3750,30.2500,-99999.0000,42.6250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,51.3333,64.0000,88.4583
121,2013/04/29 00:00:00,69.5000,86.6250,67.6250,54.4167,88.0000,61.2500,74.0833,105.8750,59.1739,36.9167,66.7083,59.2917,-99999.0000,61.2917,-99999.0000,-99999.0000,36.6250,-99999.0000,37.6000,46.5833,63.0833,40.9167,63.5417,62.6250,61.2500,103.5833,81.2500,53.1667,-99999.0000,-99999.0000,65.8125,56.6667,68.7917,91.6250,98.5833,60.1250,72.7500,71.1250,90.2500,-99999.0000,-99999.0000,89.8261,58.5417,58.9583,62.8333,59.0000,66.4167,69.8333,44.5833,67.7083,67.8750,45.6667,61.9167,88.6667,58.4783,69.1250,70.0000,96.5000,91.8696,64.6667,64.6957,-99999.0000,58.0833,48.3333,-99999.0000,41.4783,-99999.0000,-99999.0000,-99999.0000,-99999.0000,70.2917,69.4167,96.5417
122,2013/04/30 00:00:00,45.3750,60.2083,56.3333,55.8750,23.7391,54.1739,55.7826,29.8333,66.0417,43.1667,51.9167,50.7500,-99999.0000,53.0435,-99999.0000,-99999.0000,29.5833,-99999.0000,59.0833,29.0833,75.4348,35.5000,77.0417,60.3333,57.0000,42.2500,64.9167,52.0000,-99999.0000,-99999.0000,35.1111,61.0417,51.3750,35.1250,33.7917,56.8750,47.5000,48.6522,34.0417,-99999.0000,-99999.0000,36.6250,58.5417,64.2917,39.0833,57.7500,60.3750,42.9583,30.1250,72.7083,71.1667,49.5000,67.4348,-99999.0000,48.3333,67.2500,67.5833,26.4167,68.0417,50.5417,47.3333,-99999.0000,57.1250,54.6250,-99999.0000,45.1250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,63.6250,49.2917,32.3333
123,2013/05/01 00:00:00,77.3750,55.3750,58.1667,50.5417,45.8696,57.5000,39.0833,52.5000,60.3333,65.7083,63.3750,60.8261,-99999.0000,40.7083,-99999.0000,-99999.0000,59.7917,-99999.0000,60.9167,67.2083,72.5417,64.0833,68.2917,64.0833,62.5833,65.0000,71.9167,52.4583,-99999.0000,-99999.0000,52.9583,62.1250,45.7917,65.4583,58.2083,64.3333,50.5417,60.5417,69.0417,-99999.0000,-99999.0000,59.8696,58.5000,59.9583,59.5000,67.8333,-99999.0000,72.1250,58.9167,70.7917,60.7500,60.8333,68.6250,-99999.0000,51.3333,81.2083,62.3333,61.0417,66.1250,54.0417,60.9583,-99999.0000,50.4167,54.3750,-99999.0000,62.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,72.6250,55.0000,72.3043
124,2013/05/02 00:00:00,61.6250,52.8750,60.7500,35.9167,42.6667,51.7917,38.2917,41.6250,61.1667,60.7500,48.3750,50.7500,-99999.0000,42.7500,-99999.0000,-99999.0000,51.1667,-99999.0000,61.0000,67.8750,58.6250,54.6250,62.4583,69.8333,63.4583,60.6667,58.6250,45.6250,-99999.0000,-99999.0000,44.0417,38.0833,42.6250,51.1250,47.0000,60.9167,48.5417,46.2500,58.0417,-99999.0000,-99999.0000,48.7083,36.2500,34.3750,47.6250,70.3333,56.6250,60.2917,50.5652,51.6667,61.6250,59.4667,52.5833,60.3333,48.3333,81.5833,34.2500,50.7083,56.6250,47.8333,52.4545,-99999.0000,31.0833,54.8333,-99999.0000,66.0417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,49.8333,46.0417,60.1250
125,2013/05/03 00:00:00,54.4583,52.0833,56.7083,42.3750,68.8333,40.5000,31.4167,77.4167,54.2083,54.2500,42.4167,53.5417,-99999.0000,33.0000,-99999.0000,-99999.0000,54.5833,-99999.0000,52.9333,66.6364,43.4583,56.3333,58.2917,63.7083,57.8750,85.6087,54.0000,44.3750,-99999.0000,-99999.0000,47.7500,-99999.0000,31.9167,60.3333,63.9583,56.5417,42.5000,48.5000,71.5833,-99999.0000,-99999.0000,56.8333,41.6667,50.2500,47.5417,61.6250,50.8750,52.1667,54.0833,61.9583,60.0417,54.7391,40.0833,59.4583,42.3750,71.2500,54.6667,66.0000,57.6667,47.5000,44.8750,-99999.0000,42.9583,50.1250,-99999.0000,60.0417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,33.4167,36.7083,68.3750
126,2013/05/04 00:00:00,78.8750,42.5417,47.8000,63.6667,60.7500,71.8750,81.6250,75.4583,46.0833,46.0000,75.3333,61.2917,-99999.0000,66.5000,-99999.0000,-99999.0000,47.4583,-99999.0000,40.0000,57.5417,55.8333,51.7500,54.3043,53.0000,48.0833,75.7917,45.4167,57.3750,-99999.0000,-99999.0000,62.5000,-99999.0000,79.5000,68.2917,68.2917,45.5833,67.3913,76.0833,67.7083,-99999.0000,-99999.0000,64.2000,72.7500,65.9167,66.8696,47.7917,44.2917,79.0000,50.4583,69.7917,48.8750,44.8750,64.8333,47.2609,32.7500,57.5833,60.5000,62.5833,41.9167,74.9583,74.6087,-99999.0000,63.3750,40.6667,-99999.0000,49.6250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,54.9167,74.8750,77.0833
127,2013/05/05 00:00:00,63.0833,42.6667,-99999.0000,56.6250,70.7083,60.1250,77.6000,75.0833,44.6087,35.8333,67.4167,57.7826,-99999.0000,68.5833,-99999.0000,-99999.0000,38.5000,-99999.0000,40.1667,45.7083,51.7500,45.6522,49.4583,44.9167,43.5833,74.9167,56.5000,50.8750,-99999.0000,-99999.0000,59.0000,-99999.0000,66.7083,62.7917,69.4167,52.2500,75.3750,60.2083,62.8750,-99999.0000,-99999.0000,64.8000,68.6667,74.2083,53.2500,42.6667,39.6087,60.1667,41.2500,53.5417,46.1250,46.5217,63.3333,45.7500,30.2083,49.2083,67.1250,62.0000,43.0417,61.1667,63.0833,-99999.0000,68.0833,37.6667,-99999.0000,38.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,63.9583,68.5417,68.0833
128,2013/05/06 00:00:00,58.3750,31.8333,35.0000,61.9583,51.2083,58.0833,83.1500,38.8750,69.5417,27.7917,68.1250,65.9583,-99999.0000,59.7083,-99999.0000,-99999.0000,26.7917,-99999.0000,32.5000,32.1250,79.6250,29.4167,82.0000,38.9565,41.0417,45.9130,59.9167,58.6250,-99999.0000,-99999.0000,44.8333,65.4667,55.4167,36.6667,49.9130,40.4375,51.7391,62.7500,36.0000,-99999.0000,-99999.0000,31.7083,58.0417,59.0417,48.5417,34.6250,33.3750,49.9375,29.1250,67.6667,40.9167,65.9167,72.4167,34.1250,26.1250,35.2917,63.8182,26.5417,33.4167,63.7083,61.0417,-99999.0000,52.3333,30.9167,-99999.0000,31.4583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,60.1667,62.9583,37.7917
129,2013/05/07 00:00:00,66.7917,36.2500,38.2500,53.7083,60.1304,62.5000,58.7500,58.3333,66.6250,17.7391,62.3333,62.2083,-99999.0000,57.0833,-99999.0000,-99999.0000,22.5833,-99999.0000,33.8333,28.7917,84.2500,27.3333,83.9167,42.7917,45.0417,62.7917,81.7917,53.7917,-99999.0000,-99999.0000,67.7500,70.6250,78.7500,55.0417,69.7500,82.5417,73.1667,61.9167,62.3750,-99999.0000,-99999.0000,49.7917,60.5417,65.3333,56.6250,38.7083,35.0833,66.9583,25.0000,65.2083,48.6250,59.4167,78.5833,38.7500,27.9583,45.1667,67.2500,55.2500,34.5833,69.8333,52.1875,-99999.0000,59.5417,33.0417,-99999.0000,28.9583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,82.0000,61.7500,64.4583
130,2013/05/08 00:00:00,46.0909,34.6250,40.5000,68.9583,49.1250,47.6667,68.6667,44.9167,74.7083,17.2083,58.2917,58.2174,-99999.0000,61.1250,-99999.0000,-99999.0000,24.4167,-99999.0000,36.0417,26.2083,60.4167,27.7083,64.5417,44.4783,41.3750,53.9583,69.0417,52.5000,-99999.0000,-99999.0000,48.7917,63.2917,64.6000,53.1250,66.0417,71.3333,60.5833,44.2917,44.6667,-99999.0000,-99999.0000,43.0000,73.7500,65.9583,39.4545,39.1250,34.1250,45.0000,24.6667,60.0000,43.5652,48.9167,60.7917,39.2917,29.6250,45.8750,60.5833,44.5417,37.5000,46.4167,42.2381,-99999.0000,66.5417,34.6667,-99999.0000,30.7500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,61.2500,54.2500,51.5833
131,2013/05/09 00:00:00,92.7500,68.3333,83.2083,74.8750,46.6667,63.5417,72.4167,40.2917,66.8333,30.2917,66.4348,61.5417,-99999.0000,70.8750,-99999.0000,-99999.0000,22.5833,-99999.0000,66.6667,27.3750,67.9583,20.4348,70.2083,32.2917,67.6250,56.4167,59.7826,55.1667,-99999.0000,-99999.0000,81.6250,58.2174,68.8261,64.8333,64.7917,58.5833,58.2083,58.3333,68.6667,-99999.0000,-99999.0000,82.2917,72.4583,65.3333,59.2500,67.5833,51.8333,88.7500,25.5833,72.6667,68.3333,67.5000,68.0000,69.2917,57.2500,53.9583,70.4583,49.6957,63.4583,68.8750,59.3182,-99999.0000,54.4583,42.2500,-99999.0000,25.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,55.4167,59.5833,75.2917
132,2013/05/10 00:00:00,31.6957,46.9167,48.6957,42.5417,21.8333,40.2500,42.5417,20.3333,50.2083,39.6250,44.5833,37.5000,-99999.0000,45.7917,-99999.0000,-99999.0000,21.0417,-99999.0000,47.2917,24.9167,79.3333,17.2500,72.4348,57.3043,44.6667,24.0000,59.3333,30.7083,-99999.0000,-99999.0000,34.8750,54.7500,46.7083,21.5000,29.5833,54.3750,47.3043,32.7917,21.9130,-99999.0000,-99999.0000,21.6250,49.3043,50.9583,32.5833,48.5000,51.0000,27.6667,20.4583,48.5833,51.3750,40.0417,67.1250,52.7500,35.7917,68.7083,53.0000,20.8696,54.0000,40.0833,35.1250,-99999.0000,40.7500,54.5833,-99999.0000,42.2083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,55.7917,47.6250,20.6957
133,2013/05/11 00:00:00,29.4167,37.7083,44.8333,43.1667,26.1250,33.4167,42.6250,22.4583,61.1667,49.5652,36.1667,48.9583,-99999.0000,37.1250,-99999.0000,-99999.0000,37.1250,-99999.0000,41.9565,31.0435,52.9583,40.3333,61.2917,62.0833,61.5000,28.7500,47.8333,45.7083,-99999.0000,-99999.0000,27.5417,41.3333,31.4583,25.0417,32.3333,51.7083,28.2083,35.3333,24.1667,-99999.0000,-99999.0000,23.0417,38.1250,53.1250,25.1667,44.8333,43.7500,28.5417,44.6250,53.7917,61.2083,52.5000,49.9583,47.8696,30.9167,72.3750,56.9583,21.9167,47.0833,36.4348,29.4348,-99999.0000,43.6667,47.1250,-99999.0000,45.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,44.2917,32.2917,27.6667
134,2013/05/12 00:00:00,28.9583,20.8261,27.9565,39.9412,23.9167,32.6250,40.8261,25.7083,26.8696,41.4583,28.2500,46.3333,-99999.0000,38.4348,-99999.0000,-99999.0000,39.3750,-99999.0000,25.2174,-99999.0000,19.6522,36.4167,31.8696,46.1304,37.8696,33.7083,25.0000,39.6667,-99999.0000,-99999.0000,30.7083,22.3043,32.0435,23.3043,29.9583,29.5217,35.9130,32.6957,27.1667,-99999.0000,-99999.0000,28.6667,39.5217,44.0870,-99999.0000,26.4348,27.9545,25.2500,45.2500,48.2917,28.9130,33.3043,18.0870,26.2609,20.1739,55.3043,44.2609,21.7083,27.2609,34.6667,27.2609,-99999.0000,41.3478,27.4348,-99999.0000,42.1250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,17.8696,29.7391,23.0833
135,2013/05/13 00:00:00,32.0417,34.2917,32.9091,35.7500,33.2083,33.1667,31.7917,29.1667,36.5417,45.4167,29.3333,34.0417,-99999.0000,36.2083,-99999.0000,-99999.0000,37.8750,-99999.0000,38.2917,-99999.0000,34.7083,42.0417,39.8696,45.2083,38.6667,34.7083,22.5833,39.1250,-99999.0000,-99999.0000,33.6250,27.9565,35.8333,32.6522,38.2917,27.1250,34.7083,28.2917,26.3750,-99999.0000,-99999.0000,31.7917,-99999.0000,29.1875,-99999.0000,37.4167,34.4583,30.7083,40.9583,37.9583,40.4167,23.6957,31.6667,42.3043,26.5417,53.9167,38.6667,27.0833,50.8333,29.1667,-99999.0000,-99999.0000,37.4167,31.6667,-99999.0000,45.0833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,25.2500,32.7083,27.8333
136,2013/05/14 00:00:00,41.5217,65.1250,57.8696,66.8750,29.7500,65.0833,68.5833,36.2500,36.9474,36.6667,65.5000,61.7083,-99999.0000,64.8333,-99999.0000,-99999.0000,35.7083,-99999.0000,48.9167,40.7500,54.0000,37.3333,60.7500,36.0000,52.7083,47.2083,62.2917,60.7727,-99999.0000,-99999.0000,58.2500,54.1739,71.2917,30.8750,48.5833,53.6667,65.8333,53.8750,33.0833,-99999.0000,-99999.0000,31.6250,67.7895,63.8333,43.0000,54.4583,33.2917,43.0833,39.2917,61.6087,61.0833,53.1250,52.9167,74.5833,45.0833,46.7083,74.7917,37.8750,66.5417,73.5833,-99999.0000,-99999.0000,59.7917,30.5417,-99999.0000,36.9565,-99999.0000,-99999.0000,-99999.0000,-99999.0000,55.0417,62.7083,30.3478
137,2013/05/15 00:00:00,36.2917,49.7917,55.1250,36.9583,22.7083,54.7917,40.9130,23.9167,34.6250,20.7083,49.7917,35.7917,-99999.0000,47.6250,-99999.0000,-99999.0000,25.3750,-99999.0000,37.3500,31.2083,35.7083,29.8750,37.1667,27.2083,41.3750,30.6667,22.1333,37.4667,-99999.0000,-99999.0000,32.2174,31.8333,47.2917,26.3043,26.6667,31.0417,38.2917,39.4167,22.0952,-99999.0000,-99999.0000,28.0417,44.4583,40.1667,41.7917,44.9167,32.0833,32.7917,33.3333,40.6667,46.9583,40.1667,32.2500,53.2917,31.6250,42.2917,41.8750,22.0833,43.0000,51.2083,51.9565,-99999.0000,39.2917,28.9583,-99999.0000,25.7826,-99999.0000,-99999.0000,-99999.0000,-99999.0000,30.2500,47.7083,20.6522
138,2013/05/16 00:00:00,16.5417,28.0000,29.2917,24.0417,13.5417,18.0000,20.7826,15.2083,23.6667,25.5833,23.0833,26.6250,-99999.0000,21.3750,-99999.0000,-99999.0000,14.2917,-99999.0000,14.9130,24.1667,23.5833,11.1667,27.3750,12.7083,21.2917,23.0417,20.6250,23.9583,-99999.0000,-99999.0000,15.7083,21.4167,23.4167,10.3333,13.5000,16.5833,22.4167,19.5833,13.2500,-99999.0000,-99999.0000,16.8333,23.6667,23.7083,18.5417,19.5833,13.6667,16.2500,19.0000,31.1667,17.3333,28.2083,21.5417,41.5294,9.3750,23.2083,25.4167,13.1739,20.2917,20.3750,15.8261,-99999.0000,22.1667,9.2500,-99999.0000,26.5833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,17.5000,-99999.0000,12.9583
139,2013/05/17 00:00:00,39.4167,49.5417,46.0000,47.0833,26.0833,37.7500,44.1667,26.8333,49.3333,27.5417,39.2500,44.2500,-99999.0000,43.8333,-99999.0000,-99999.0000,25.3750,-99999.0000,40.8750,-99999.0000,47.7917,26.8333,53.5417,34.3913,47.3750,39.5217,54.0833,42.5000,-99999.0000,-99999.0000,27.5833,50.8750,43.0000,32.0833,32.0833,48.7083,35.1250,42.2917,34.7500,-99999.0000,-99999.0000,28.7500,47.1304,48.9167,39.0833,39.9583,40.2273,39.5417,22.0000,50.3810,46.7917,45.9583,54.2083,54.2000,38.6667,46.8750,49.7500,26.2083,56.4167,41.1250,40.7500,-99999.0000,47.7500,43.2500,-99999.0000,32.0833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,50.8333,39.0000,34.2917
140,2013/05/18 00:00:00,24.5417,23.1250,38.2500,42.7083,22.7917,29.9565,43.6250,14.2083,46.3750,34.1250,37.2917,41.4583,-99999.0000,46.6250,-99999.0000,-99999.0000,25.5833,-99999.0000,24.4167,-99999.0000,50.7083,33.0417,51.5000,31.8750,38.7500,27.2917,52.0417,36.5417,-99999.0000,-99999.0000,21.3750,53.4783,40.3750,14.3333,21.8333,45.1250,29.9583,30.1304,17.2500,-99999.0000,-99999.0000,16.9583,47.9167,50.5833,23.9167,43.5000,-99999.0000,24.9583,29.2083,43.0417,43.3750,40.0417,53.7391,32.5417,25.4167,41.1667,53.4583,-99999.0000,19.3333,33.0000,25.7083,-99999.0000,43.1250,15.7083,-99999.0000,35.1667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,54.9565,39.2917,18.4583
141,2013/05/19 00:00:00,33.5000,41.3750,41.1250,39.8333,13.4000,33.5833,39.4583,24.2500,43.4167,34.1250,38.9167,39.9583,-99999.0000,42.8750,-99999.0000,-99999.0000,16.1250,-99999.0000,34.1667,-99999.0000,44.0833,15.8333,47.4583,45.5000,40.0000,33.7500,45.9583,33.3750,-99999.0000,-99999.0000,26.0417,45.2917,37.7500,26.7500,26.8750,43.4167,29.3333,32.4167,26.7917,-99999.0000,-99999.0000,30.0000,43.1250,41.0000,31.2500,40.2083,-99999.0000,29.6667,20.7500,39.2083,38.8750,42.7500,43.8750,43.6957,37.1667,49.0417,41.9583,27.2917,44.5833,34.4167,31.0870,-99999.0000,41.0000,38.7917,-99999.0000,37.2917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,44.6667,38.3043,25.0000
142,2013/05/20 00:00:00,29.5417,49.3750,36.7917,-99999.0000,16.7500,27.7083,36.5833,22.8750,44.0833,33.5417,34.3750,32.7917,-99999.0000,36.4783,-99999.0000,-99999.0000,23.7500,-99999.0000,34.0417,-99999.0000,42.0833,31.2917,42.5833,44.7500,39.8261,38.9167,45.7500,29.4583,-99999.0000,-99999.0000,25.4167,40.5000,33.7083,24.2917,35.7500,38.3333,28.4583,29.9583,29.0833,-99999.0000,-99999.0000,27.4583,37.1667,36.8333,26.0833,38.3333,-99999.0000,28.8333,28.2500,35.5833,40.1667,42.7647,41.3750,51.2500,29.9167,51.0833,33.4167,31.0833,56.4583,32.2083,26.0000,-99999.0000,35.7500,39.1667,-99999.0000,40.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,38.2917,32.7500,25.3333
143,2013/05/21 00:00:00,40.2917,33.9583,40.9167,39.6250,29.0000,35.5217,37.8750,33.0417,46.1250,48.3333,35.7083,38.0000,-99999.0000,44.1667,-99999.0000,-99999.0000,25.0435,-99999.0000,35.7083,-99999.0000,38.3913,36.4583,44.7917,48.8261,42.5217,49.4583,42.0000,36.8750,-99999.0000,-99999.0000,32.9167,44.3750,39.9583,40.8750,45.7083,36.9583,35.5833,35.8750,41.0000,-99999.0000,-99999.0000,34.0833,43.3333,40.6522,35.0000,43.9583,34.2500,38.9167,25.6250,45.3750,44.6250,-99999.0000,40.2917,38.1250,29.0417,59.7917,39.6667,32.0833,38.3750,37.7083,33.1739,-99999.0000,39.1667,33.2609,-99999.0000,48.3478,-99999.0000,-99999.0000,-99999.0000,-99999.0000,34.6250,39.4583,35.9130
144,2013/05/22 00:00:00,23.9167,32.3750,31.8750,23.5417,20.9167,24.2083,35.4167,17.9583,30.2083,41.0833,26.4167,29.4348,-99999.0000,38.8333,-99999.0000,-99999.0000,21.0833,-99999.0000,25.5000,-99999.0000,29.3478,40.7917,32.9583,29.0000,29.4167,23.2500,27.7917,28.9167,-99999.0000,-99999.0000,23.0417,34.2917,32.0435,19.2500,21.5417,26.3750,27.9167,27.3913,21.1667,-99999.0000,-99999.0000,19.8696,41.0417,25.0000,25.1250,35.4583,21.5833,24.2917,25.2500,36.4583,27.6250,45.2917,29.0833,49.7917,17.7917,34.9583,28.1667,18.2917,34.6667,28.2500,25.8750,-99999.0000,26.0417,15.5000,-99999.0000,43.0833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,26.8333,29.9583,19.7083
145,2013/05/23 00:00:00,37.8750,41.3333,40.4167,32.5000,37.5417,32.4583,26.1250,31.0833,51.1250,35.2917,29.3333,32.7500,-99999.0000,29.7500,-99999.0000,-99999.0000,30.9583,-99999.0000,31.1250,37.6667,53.7083,32.2917,55.0833,26.8333,44.1250,42.4583,46.5000,31.1667,-99999.0000,-99999.0000,34.0000,-99999.0000,29.6250,35.9167,41.3750,47.0000,26.5417,33.0833,35.3750,-99999.0000,-99999.0000,33.6250,33.1250,37.6667,31.9583,47.8750,36.6667,36.6087,34.2500,37.9583,51.0833,47.8750,42.1250,44.6087,31.6250,42.8750,38.6667,34.6250,40.3043,26.2917,22.0833,-99999.0000,27.9583,37.7500,-99999.0000,36.8750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,36.6250,31.3333,37.3043
146,2013/05/24 00:00:00,51.7917,37.0000,40.6250,51.7083,62.3750,50.0833,68.3750,61.1667,40.7917,41.7083,59.7083,53.3043,-99999.0000,52.2609,-99999.0000,-99999.0000,36.6250,-99999.0000,36.4583,-99999.0000,45.2500,38.2917,45.0833,45.1250,43.5000,59.0000,42.7500,45.2500,-99999.0000,-99999.0000,53.1250,40.5500,65.4167,57.0417,61.5417,41.7500,66.9167,51.2500,51.0000,-99999.0000,-99999.0000,52.1250,45.7917,50.0833,49.0417,44.5833,34.9167,52.4583,39.2917,55.3333,40.0833,41.5833,44.3750,37.1667,32.7083,51.7500,47.2083,55.5000,35.0833,51.9583,38.9333,-99999.0000,54.7500,32.8750,-99999.0000,40.4583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,46.8333,63.5417,55.5000
147,2013/05/25 00:00:00,58.8750,47.4348,50.0417,74.2083,50.9583,62.5000,78.0417,64.2500,59.1667,46.0417,72.6250,64.5000,-99999.0000,89.2083,-99999.0000,-99999.0000,41.7917,-99999.0000,42.3750,-99999.0000,75.0870,41.6250,73.2917,50.3043,53.3750,73.2500,60.1667,57.7917,-99999.0000,-99999.0000,67.0833,84.7083,68.3043,62.9167,81.2917,68.5833,67.8261,55.4583,68.7500,-99999.0000,-99999.0000,65.0000,86.2917,72.1667,57.3333,51.3750,46.5000,61.8333,42.6667,59.0833,50.5417,57.2083,80.0833,51.4583,37.5000,55.8333,72.6667,72.7500,48.1250,62.3333,56.5652,-99999.0000,74.5833,44.4583,-99999.0000,47.6250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,78.1250,71.5417,77.4583
148,2013/05/26 00:00:00,65.3750,62.8750,59.0435,54.2500,39.4583,43.8750,57.9167,50.5417,46.7083,38.4583,43.5000,49.4783,-99999.0000,53.5833,-99999.0000,-99999.0000,39.8750,-99999.0000,61.9167,-99999.0000,44.5417,41.1250,46.3750,47.9167,43.9167,48.4583,47.0000,40.2917,-99999.0000,-99999.0000,54.2917,46.0000,47.0000,78.3333,56.3913,45.1667,49.3333,43.8750,65.6087,-99999.0000,-99999.0000,68.1739,48.5833,49.0000,50.9130,58.4583,65.0833,66.2917,41.3750,49.1739,48.8750,51.4583,46.7083,68.8261,55.9167,51.2174,50.6667,57.8750,69.3333,45.3750,50.1667,-99999.0000,51.5000,53.2917,-99999.0000,43.2174,-99999.0000,-99999.0000,-99999.0000,-99999.0000,50.1667,46.3333,72.5417
