,Station ID,ANNAN,BANQIAO,CAILIAO,CHANGHUA,CHAOZHOU,CHIAYI,DALI,DALIAO,DATONG,DAYUAN,DONGSHAN,DOULIU,ERLIN,FENGSHAN,FENGYUAN,FUGUEICAPE,FUXING,GUANSHAN,GUANYIN,GUTING,HENGCHUN,HSINCHU,HUALIEN,HUKOU,KEELUNG,LINKOU,LINYUAN,LONGTAN,LUNBEI,MAGONG,MAILIAO,MEINONG,MIAOLI,NANTOU,NANZI,PINGTUNG,PINGZHEN,PULI,PUZI,QIANJIN,QIANZHEN,QIAOTOU,RENWU,SANCHONG,SANYI,SHALU,SHANHUA,SHILIN,SONGSHAN,TAINAN,TAITUNG,TAIXI,TAMSUI,TAOYUAN,TOUFEN,TUCHENG,WANHUA,WANLI,XIANXI,XIAOGANG,XINDIAN,XINGANG,XINYING,XINZHUANG,XITUN,XIZHI,YANGMING,YILAN,YONGHE,ZHONGLI,ZHONGMING,ZHONGSHAN,ZHUDONG,ZHUSHAN,ZUOYING
267,2013/09/22 00:00:00,12.3750,9.6667,12.4167,17.0000,18.7917,13.7500,15.2917,20.2917,23.1667,17.2917,9.2500,19.0000,15.5833,24.7500,7.9583,-99999.0000,23.0833,5.2083,13.6250,10.3333,-99999.0000,16.8333,-99999.0000,12.4583,7.9583,14.5417,23.5417,10.7500,17.3333,-99999.0000,17.6667,8.0000,12.7500,18.7083,24.2917,19.0000,11.7917,15.1667,14.7917,33.5833,29.9167,29.6316,19.6667,17.9167,10.7500,18.3750,7.2083,11.7083,12.9583,20.9167,12.0833,14.7083,11.9167,9.5417,9.9583,7.0000,13.2917,7.4583,16.0833,39.2917,4.7917,17.9167,12.7083,11.9583,13.9167,7.5417,5.8750,12.0417,9.0417,18.6250,12.1667,20.2500,17.7917,19.4583,33.7083
268,2013/09/23 00:00:00,26.5417,9.3750,12.2917,30.9167,20.7500,21.3333,28.2083,20.7917,23.0000,14.5000,11.3750,19.8261,27.2500,24.2727,17.4348,-99999.0000,19.2609,3.7083,20.7500,13.5833,4.4000,28.0435,-99999.0000,20.5217,7.3913,16.0833,17.2609,13.8750,25.3913,-99999.0000,33.1739,19.8696,22.3810,26.5000,24.8333,26.0000,13.6522,24.0833,27.2083,25.8333,28.1250,26.1250,22.4583,18.2083,25.7917,32.8333,21.5417,12.4583,12.9130,30.4583,8.1667,28.2083,12.2917,11.8696,17.5000,8.5217,12.8333,5.3043,31.5909,25.4167,6.5000,26.0000,22.5455,13.3043,24.7500,7.5000,5.6522,11.8333,9.6250,19.0000,25.4348,21.5217,20.5833,24.5417,29.0000
269,2013/09/24 00:00:00,22.8261,14.7083,16.1304,33.7917,24.1304,20.0417,27.4167,26.7826,24.2083,19.4583,14.6667,19.0000,23.3478,25.3478,18.1304,-99999.0000,21.3750,6.4583,17.5217,15.0000,9.1739,28.7083,17.3810,17.7391,12.4167,21.6190,16.5417,12.8333,19.0833,20.8824,22.0417,22.2500,22.9167,23.6667,27.4583,31.0435,10.4583,24.2917,20.5417,30.8333,27.8333,24.4348,24.0000,22.5652,30.5217,28.7083,20.3750,17.1739,19.8696,27.3333,12.9583,19.6522,17.6957,13.2500,19.5000,13.1304,17.0870,9.4500,28.2917,31.7500,11.6250,21.4167,22.4167,18.2500,26.7083,14.0417,9.7500,16.3750,13.1304,21.9167,23.9583,25.2917,20.3478,21.4091,30.3333
270,2013/09/25 00:00:00,25.0833,19.2609,21.9583,32.1739,20.0000,33.4583,35.3636,24.6250,33.7083,20.8636,24.7826,30.0435,27.8750,25.5417,21.2917,-99999.0000,19.3750,13.6364,19.7500,22.1739,18.0417,30.5000,24.0417,22.0000,14.9583,27.4783,17.1875,20.0000,33.6250,24.0000,32.3750,20.3750,23.1667,31.7917,27.9565,29.7083,17.5833,32.8750,27.9565,30.0833,28.1250,22.2917,24.6957,30.0417,28.1250,31.6522,24.2174,24.9583,22.8636,28.5417,19.8333,27.0833,18.7083,17.8750,21.9167,21.1667,23.3750,17.5833,26.6957,22.7619,18.9130,28.4500,28.0000,24.2083,25.3043,19.6087,11.8750,25.7391,20.1250,30.6667,25.6316,-99999.0000,20.8750,34.8696,28.9130
271,2013/09/26 00:00:00,25.2083,13.4583,14.5417,17.4167,29.3750,-99999.0000,20.6667,41.0417,22.7083,16.5417,15.1250,27.6250,16.6957,35.0833,11.0833,-99999.0000,33.7083,11.9583,16.2083,15.3333,15.0833,23.2083,17.5833,16.6667,10.3750,23.8750,27.2500,12.1667,24.1250,18.9583,24.2500,27.3750,12.3913,21.1667,34.0833,37.0417,11.7083,26.9565,22.4167,41.3913,39.7391,31.9583,32.6667,23.3333,18.3750,17.2917,23.1250,17.0833,13.6250,33.6957,16.3182,14.7083,14.1667,13.1250,15.2083,14.8333,15.1667,10.4167,16.4583,34.6250,12.8750,23.3750,27.0000,17.5000,15.9167,12.8750,8.2917,16.3750,13.3750,22.5000,14.2083,22.7391,15.6250,26.6087,39.7083
272,2013/09/27 00:00:00,28.7917,12.5217,15.5417,28.2500,30.4167,-99999.0000,29.8333,39.5417,24.7917,16.3750,12.7500,31.1250,20.5000,39.4583,17.0000,-99999.0000,35.6250,11.0833,16.7500,15.4286,12.4348,22.0000,18.3750,15.7083,10.7500,20.8333,29.2500,10.7083,20.4583,18.0000,26.5417,35.9167,18.8333,28.2500,42.8750,47.0417,8.5000,29.7500,23.7826,47.5417,46.6250,42.2917,38.9167,21.9583,26.0000,28.7083,27.6667,16.7500,17.2083,37.7917,15.3750,18.2917,14.9167,12.3333,16.3333,14.3750,16.5000,9.2917,23.7500,43.2500,10.1667,27.4583,30.2917,18.0833,22.4583,14.9130,5.8333,14.8750,13.3333,16.5833,22.8333,25.5833,19.4167,32.6250,47.3333
273,2013/09/28 00:00:00,27.4583,14.3333,18.3750,33.0000,43.2500,-99999.0000,38.5417,43.0000,29.2917,15.6250,14.5833,36.5833,29.6667,36.8750,29.5417,-99999.0000,36.5833,9.5833,15.5000,17.1250,11.3333,24.6667,20.9583,17.0417,10.7917,20.6250,25.2917,13.0833,28.2500,21.3333,28.9583,32.2500,24.0952,40.0833,36.5833,47.0417,14.7917,36.5833,22.6667,33.2083,50.5417,35.7500,36.1667,23.1250,36.8750,30.2500,27.3750,15.9583,17.3333,35.7500,12.7083,21.1250,15.7500,14.0833,20.2083,13.9583,18.7083,9.4583,24.8333,33.3750,10.5833,27.1667,27.9167,19.7500,27.9167,12.7083,7.4583,16.4167,13.9583,22.1667,27.7083,24.2500,22.5833,41.4167,37.3750
274,2013/09/29 00:00:00,33.7500,15.8750,18.2500,38.1250,37.6250,-99999.0000,43.0833,45.7917,25.3750,19.0417,14.7917,41.0526,39.4583,36.5000,32.8750,-99999.0000,26.7500,10.2500,20.6250,19.1250,16.8333,31.0417,20.1667,24.3333,12.5417,21.0000,29.6250,15.7083,34.9583,26.6250,27.8333,31.3750,-99999.0000,40.1250,40.5417,45.1667,16.9583,42.1667,31.6818,32.0417,35.1250,38.2083,36.4167,25.0833,38.7083,34.9167,31.7500,20.0417,18.6667,37.5000,15.5833,-99999.0000,18.0833,15.1250,23.0000,15.3333,17.7917,14.7917,28.1667,31.3333,12.0833,33.9583,38.4167,19.2917,32.0833,13.9583,9.1667,16.5417,15.9583,27.0000,33.7500,26.8750,23.1667,40.1667,35.0417
275,2013/09/30 00:00:00,45.4783,15.7500,19.5417,22.7083,35.5417,-99999.0000,28.9130,49.6250,24.0833,19.0870,-99999.0000,34.0833,27.1667,40.5652,12.9167,-99999.0000,35.8750,7.3750,19.4783,16.8750,7.6087,24.2083,16.8333,19.5833,13.1667,20.5652,31.2917,12.4583,31.5000,30.0833,31.0000,35.7391,15.9500,27.2500,44.5000,48.0435,13.7917,40.2917,32.9130,49.1875,43.6250,46.1250,39.3750,23.5000,18.4167,20.8261,36.0435,15.4545,19.1250,49.1250,11.8750,22.4583,19.6250,13.8333,18.6364,14.2917,18.0417,14.8333,20.6667,41.1667,-99999.0000,34.5417,35.1667,21.7083,18.5417,15.7500,6.7917,16.4783,18.2727,22.5833,17.5417,26.6250,15.0000,-99999.0000,44.5000
276,2013/10/01 00:00:00,35.0833,16.3043,18.4167,23.7273,29.4167,-99999.0000,28.9583,33.7826,27.0435,18.7917,-99999.0000,28.6667,23.5833,35.7391,14.8696,-99999.0000,34.5217,8.0000,17.7083,17.8333,9.7391,24.5000,19.0000,18.4583,11.7917,21.0833,22.1304,15.8333,27.6087,20.7917,26.4167,28.1739,20.9583,28.1739,36.0000,36.4167,17.0000,33.8333,27.3333,41.9130,38.5000,34.1250,34.0833,22.5833,21.9130,27.1667,30.6667,16.1250,19.3750,38.0833,11.1667,15.9565,16.8333,16.1250,20.6667,15.2500,17.1250,11.8750,23.1304,36.1667,11.2105,30.3750,33.7391,19.1667,18.2083,15.0870,7.7083,16.2083,16.5417,21.0417,19.9565,25.7083,16.0833,38.0500,39.9167
277,2013/10/02 00:00:00,50.7500,48.3750,45.6667,44.8261,42.5000,56.5263,41.0870,55.6522,54.5417,55.2500,40.8500,51.0000,43.2609,57.7917,31.4167,-99999.0000,55.0833,28.5833,53.3333,47.7500,28.9583,52.2174,44.4583,50.7917,42.7917,53.3750,46.8333,44.3333,52.6522,33.0625,49.7391,51.0833,40.6667,46.3750,62.6957,56.1739,42.5417,37.7826,44.3750,72.5417,65.3750,62.5417,57.6522,53.4167,45.8333,45.9167,50.1667,53.6667,46.1250,53.4375,33.6667,38.7083,51.5417,45.6250,44.6667,49.8261,47.9091,45.7917,45.2500,60.6250,45.7391,43.0000,49.3750,52.7500,39.4583,42.8750,39.7083,45.5000,48.0000,54.3750,37.4348,55.7500,43.3750,48.9583,69.1304
278,2013/10/03 00:00:00,34.2083,21.0000,20.6250,29.0417,46.3333,33.5833,33.5417,44.3333,28.8750,19.5000,25.0000,36.1250,28.4167,44.6667,19.2500,-99999.0000,42.3333,25.6667,21.7917,19.8333,29.4583,25.5000,30.2083,22.2083,12.4583,21.4783,37.2500,22.0000,32.4167,24.0909,32.8750,40.9583,21.1667,30.9583,47.0417,49.9167,18.2083,36.8750,31.5417,50.2500,47.6250,41.1667,41.0417,28.2500,28.0833,27.5000,29.3750,22.1739,21.5417,42.2500,30.5000,22.7500,19.5833,18.4167,23.4167,27.6250,21.5417,16.3750,28.6667,44.8333,19.3333,33.4167,32.7917,28.6522,24.5000,14.7917,9.8750,25.9583,20.7500,29.4583,22.5217,28.6250,22.7917,35.0833,52.6250
279,2013/10/04 00:00:00,34.2083,26.8333,25.0000,24.1250,47.2500,42.2273,25.1667,47.7083,34.4167,23.0435,17.0833,32.5417,22.9583,41.1250,16.3750,-99999.0000,42.8750,17.3043,19.9565,23.4348,24.6087,27.2083,26.0417,24.4167,20.2917,25.8333,38.2857,17.8750,27.7917,25.4091,30.8750,44.0000,21.7083,28.5833,39.0833,44.0000,17.1667,29.2917,23.4167,47.7083,49.2500,44.2917,40.2917,31.5833,24.5417,27.1739,30.1250,24.6250,24.1250,43.5217,20.5417,22.3000,25.4348,17.1250,22.9583,27.2083,22.6957,21.5417,26.6250,49.0870,19.3043,27.2083,33.6667,28.7917,20.3750,21.4167,8.2174,21.0833,26.6957,29.0417,20.0000,31.8333,20.0000,31.3750,46.7500
280,2013/10/05 00:00:00,29.7500,19.0000,21.7083,25.6250,37.4583,29.2917,25.6522,34.6667,33.0588,23.9167,7.3333,25.4167,26.5833,35.1250,13.9167,-99999.0000,32.2917,17.9583,24.0417,19.7500,37.8750,26.2917,23.5000,26.1667,18.0417,23.1667,30.6667,14.5417,34.9583,31.1667,32.0833,33.6667,23.6667,21.4167,33.7500,29.6667,15.7500,18.7917,27.9583,39.9583,39.2083,36.6667,35.3333,24.7083,22.4583,31.0833,26.7917,16.9583,19.2083,36.7500,23.4583,-99999.0000,23.5833,16.3333,21.7500,22.1250,20.5833,20.7083,36.9583,35.5417,16.2083,26.7083,30.3750,25.5000,23.1250,16.9167,2.2917,12.7083,24.5833,25.8333,22.3750,26.7917,20.1250,22.9583,42.8750
281,2013/10/06 00:00:00,14.5417,9.9583,16.2917,17.6250,19.4167,14.3750,13.8750,16.8750,-99999.0000,15.0000,4.7917,11.9167,15.2083,18.2917,9.2083,-99999.0000,14.6667,18.4583,16.6667,12.4583,17.0833,13.9167,29.2083,15.4167,9.2083,13.4583,17.2083,8.2083,12.5833,31.5833,16.8333,10.6250,10.4167,11.2500,19.6667,17.2500,7.6250,11.8750,12.5833,23.1667,19.7500,19.6667,17.5000,18.6667,15.2917,19.8750,14.0417,11.0000,12.7917,20.5000,25.4167,-99999.0000,14.8333,9.1667,13.7083,10.9583,13.4583,5.2083,20.5882,19.7083,4.5000,14.3750,13.1250,16.3333,11.9167,8.5833,6.0417,10.7917,13.9583,19.5000,11.4167,24.0000,8.4167,11.1667,24.6250
282,2013/10/07 00:00:00,48.0000,26.6667,24.8333,37.5217,40.6522,32.6522,43.4500,46.1667,-99999.0000,36.3043,14.7500,30.8750,40.2174,43.3750,31.6667,-99999.0000,37.3750,10.3333,32.9091,20.0000,35.1739,39.8261,25.3333,33.3333,14.1250,27.5833,37.0000,28.3333,32.7083,40.9583,46.2174,38.3478,40.0909,32.8750,44.6957,40.0455,31.3043,31.7500,40.9583,45.0833,45.0417,49.0833,40.5556,30.6250,39.3333,43.0000,36.9565,17.1739,20.0833,51.7917,17.2500,-99999.0000,23.9167,26.9583,39.5217,23.8333,23.0833,16.5652,44.0417,40.6667,13.5000,35.7917,39.6667,34.5417,34.0417,15.7083,13.6667,17.0417,26.1250,41.0870,32.1739,29.8333,30.4167,32.5909,46.1304
283,2013/10/08 00:00:00,49.2917,32.5909,35.6250,54.5000,42.7500,46.4783,56.0000,47.9167,38.9412,38.4167,28.2083,48.2917,47.8750,45.2174,47.0000,-99999.0000,41.5000,21.4348,30.7917,32.1250,37.0417,42.6667,27.2083,40.3750,21.5652,40.0833,39.1667,35.3333,47.1250,35.6522,50.1667,42.5417,45.5833,52.7083,47.7826,43.2500,34.4167,46.8333,50.5833,50.8636,48.0000,46.0870,43.6500,42.1250,55.5833,56.7391,40.9583,44.8333,37.4583,52.9583,31.7391,42.2500,38.4583,33.1304,41.0417,35.2917,34.0833,24.8261,44.7826,48.5833,31.0417,51.9565,53.1304,39.2083,49.9565,30.8750,19.8333,33.7727,37.0833,46.5833,50.7917,45.4167,40.0000,46.7917,50.0870
284,2013/10/09 00:00:00,37.7826,15.4583,17.7083,31.5417,57.5417,48.7083,-99999.0000,56.4583,31.6250,15.9167,13.8696,37.0833,31.9167,51.3333,20.5217,-99999.0000,50.7917,13.9583,14.0833,15.7083,18.0417,19.0000,24.9545,17.8333,8.8750,19.3750,41.9474,12.6522,43.6957,16.1667,36.0000,45.8333,19.7917,35.2727,46.9130,46.6250,13.2500,48.2273,35.0000,51.7273,56.0000,45.3750,32.9444,22.0833,23.9565,26.6250,30.6250,16.5833,17.1304,44.4783,22.6250,26.6250,16.1364,13.9167,19.0000,14.8261,14.8696,10.7500,24.2174,52.3333,11.2174,35.6250,35.7500,23.5833,26.7917,10.6522,4.8696,15.8333,16.7917,24.1250,27.3750,23.7500,14.1905,38.9167,53.9583
285,2013/10/10 00:00:00,33.1250,17.9167,20.0417,26.1667,52.3333,35.1667,26.1818,63.4583,35.9583,18.2500,15.7083,29.0417,24.6250,57.1250,17.6667,-99999.0000,55.5000,12.3333,16.4167,19.2500,13.6667,20.2083,23.5833,19.7500,11.7083,21.2083,38.9167,15.2917,25.3333,19.4348,28.2917,44.7500,21.7500,31.9167,58.2083,55.0833,11.2500,35.5833,28.7917,67.8750,64.5833,55.9583,37.2500,26.8750,23.0833,28.7083,30.4583,21.2500,22.0000,38.2917,18.2500,20.4583,21.2917,14.5833,18.6250,18.0000,16.5000,14.1250,22.2917,54.7917,10.7917,27.5417,31.9167,23.6250,21.6250,14.4167,8.0833,17.9167,20.4167,22.1429,23.7500,26.8333,15.2083,32.4583,58.2500
286,2013/10/11 00:00:00,39.7500,22.3750,26.6250,22.7083,46.3750,34.7059,25.9583,48.5000,36.7826,29.8750,15.5000,36.6667,26.2917,47.7500,16.9583,-99999.0000,40.9130,9.0833,29.2083,23.2500,8.2917,24.9167,17.5417,26.5417,19.7083,26.9583,28.5909,17.2917,26.8333,28.2083,29.5000,41.1667,18.7917,31.0417,48.2500,47.9167,20.7083,36.5833,31.6667,50.9167,51.0833,47.0000,30.7083,31.0417,19.2917,23.7083,29.7500,27.1250,24.8750,47.9167,14.1250,21.6667,28.8750,17.7083,20.4583,24.0417,24.8750,23.7500,22.3750,47.7917,15.6250,30.5000,36.9583,27.3182,18.4583,20.1250,7.9167,20.0417,26.4583,-99999.0000,20.4583,32.7083,14.9583,37.0000,49.7500
287,2013/10/12 00:00:00,53.2083,25.9583,26.7917,31.6667,44.4583,51.9583,41.1250,48.6250,44.5000,29.2500,20.1667,52.6667,32.4167,40.1250,25.3750,-99999.0000,40.3750,4.5000,28.0000,26.8750,11.5833,28.9583,17.5000,28.2083,18.7500,30.2500,41.9167,22.3750,35.5000,34.6667,35.5833,34.7083,21.0000,50.9167,44.5417,38.9583,22.0417,52.6667,38.1250,44.9167,50.1667,48.3750,29.2083,31.5833,24.6250,30.0833,37.1250,31.3750,28.7083,58.2083,12.5833,27.8750,28.8750,23.7500,24.7083,27.8750,28.1667,19.8750,27.5417,47.8571,19.6250,37.9167,47.3333,27.0833,-99999.0000,20.8333,7.5000,29.4167,27.2917,5.5294,25.1667,32.4167,20.0833,53.6667,49.0417
288,2013/10/13 00:00:00,31.8750,17.4583,20.5000,37.5000,40.5000,38.5417,35.5417,36.6667,35.4167,21.1250,12.5417,40.5833,29.9583,34.6667,23.6667,-99999.0000,30.0000,9.2500,20.9583,19.0000,15.1250,20.0000,19.6667,20.1667,14.9167,21.0833,23.6667,12.7083,35.6250,19.7500,33.1667,35.1667,16.4583,39.0000,35.2083,36.8333,12.4583,37.7917,33.1667,35.3750,38.7500,35.0417,23.0000,25.0417,27.1250,33.7083,26.1250,18.4583,20.3750,38.8333,17.0417,22.0833,22.6667,14.0833,15.3750,18.9167,18.7500,14.8750,24.8333,26.1875,13.5833,33.0000,36.3333,20.1667,25.7143,16.0417,10.7083,16.9583,20.0000,4.0417,30.6250,27.9583,12.9167,36.3333,43.7500
289,2013/10/14 00:00:00,27.7083,18.5000,19.0417,29.0000,32.8696,34.8750,31.7083,36.7500,37.5455,19.8750,13.2917,29.3333,26.2083,35.1667,23.3333,-99999.0000,33.1667,11.2500,18.9583,17.5417,13.5417,21.6250,21.5000,21.2500,12.9130,20.5417,28.8750,15.5000,22.5417,21.6250,26.5000,35.5000,22.4583,29.5000,37.7917,33.0417,14.3750,31.8333,28.6250,39.6250,39.9167,42.9583,26.3333,25.4167,24.6667,28.4583,21.9583,20.3333,21.5417,35.2083,14.5000,22.8750,20.8750,15.7917,20.8750,19.6667,19.7500,13.2083,21.5833,45.3333,13.2083,25.9167,29.4583,19.7083,24.0000,14.7917,10.0000,18.6667,20.2917,22.0417,26.2500,25.6667,16.4167,27.0417,42.3750
290,2013/10/15 00:00:00,39.7083,23.7500,26.0417,32.6250,31.2083,34.5417,33.6250,41.9444,44.0000,26.4167,23.3333,34.8750,32.8750,44.2500,22.2083,-99999.0000,43.7500,14.6471,30.2500,25.3333,19.6957,29.5833,30.5417,27.5000,20.2917,29.2083,29.1250,23.3750,31.8333,28.4167,35.5000,42.8750,25.7083,31.0000,48.6250,38.2500,19.5833,34.7917,32.9167,55.5833,53.4583,52.6667,30.7917,33.6250,30.0000,33.9583,32.0000,27.1667,25.2917,45.0417,20.7083,28.6250,28.0833,23.2917,27.7083,28.2917,25.6250,23.9167,29.3478,55.4167,20.7917,32.5000,38.3333,26.3333,28.2917,17.7500,16.3750,27.8333,29.0417,27.4167,27.6250,31.7500,23.5417,33.0417,52.7500
291,2013/10/16 00:00:00,36.4167,17.0833,18.7083,25.6667,41.2083,37.7917,27.2500,41.6667,41.6667,20.3750,18.5000,31.7500,28.9583,45.0435,14.5000,-99999.0000,38.4167,14.3913,19.8750,16.8333,18.7500,23.3333,25.4583,20.7500,12.7917,22.6250,32.5833,15.8333,27.2083,19.1667,30.2500,40.7500,15.5417,26.4583,45.1250,38.1667,13.2500,38.2917,30.0417,49.9167,48.5417,43.8333,31.5417,25.4583,23.1250,23.5000,31.4583,19.8333,19.5833,43.1250,17.3333,24.5833,20.2917,14.2917,19.5000,21.5000,22.0417,14.9167,25.3750,51.0000,15.2083,28.7917,32.5417,20.0833,21.9167,13.1667,11.5000,18.6250,20.6667,20.8333,21.5833,23.5000,15.7500,29.6667,51.1667
292,2013/10/17 00:00:00,25.9167,13.2917,14.5000,24.3750,32.9583,33.3333,26.7917,34.0833,37.4583,14.9583,10.8750,30.2083,18.9167,32.9167,18.1667,-99999.0000,30.1250,8.7500,16.4583,13.8750,9.7500,18.1667,17.1667,14.0833,8.7083,16.1667,24.5417,8.7500,20.2917,11.1667,20.0833,35.9167,13.5417,26.6667,32.2917,34.2500,8.9583,58.4091,23.2917,35.5417,37.2500,32.6250,23.6250,22.1667,19.9583,23.3333,22.1250,13.6667,13.7500,34.3333,11.8333,17.0417,14.4783,10.6250,14.2917,14.9565,15.6667,8.1250,18.7917,32.6667,9.2917,25.5417,31.1250,13.0417,21.7083,9.1250,6.0417,11.1250,13.2500,13.9167,20.1250,21.7500,11.3750,31.4167,40.4167
293,2013/10/18 00:00:00,29.4583,12.7083,16.1667,24.9583,42.7917,38.5417,29.7083,42.5000,35.4583,16.7083,11.4167,32.5417,21.2083,36.2917,18.8333,-99999.0000,35.2917,10.7917,13.7917,12.2500,10.8750,17.0417,19.0833,15.0417,8.6250,17.7826,30.2609,10.3333,23.8750,13.4167,22.8333,36.4583,13.7917,25.7500,35.4167,43.5000,7.7083,46.4091,30.4583,37.0000,39.5833,37.7917,24.3750,22.1667,21.4583,22.9167,28.4583,11.7083,12.2500,36.0833,12.9583,17.4167,15.5833,8.9583,13.4167,13.5833,14.5000,7.6250,16.4583,40.0000,7.8750,28.6250,33.2083,13.7917,22.8333,10.3333,6.1667,11.8333,11.8750,16.3750,19.4167,23.2917,11.0000,34.6667,40.6250
294,2013/10/19 00:00:00,30.6667,15.4583,20.1250,23.2500,50.1250,36.4500,25.5833,47.6250,36.8750,17.8333,14.5000,29.5000,19.8750,45.9167,14.5000,-99999.0000,39.6667,10.6667,17.0000,17.1667,11.1250,19.1667,21.1250,15.9167,12.0833,20.1667,31.9167,13.1250,20.1250,16.2083,23.0833,44.5000,15.5833,26.6250,36.7917,48.5000,13.5000,38.0000,27.2917,40.8333,45.6667,40.0417,28.8333,25.5417,18.2500,22.0417,27.2917,17.2500,19.1667,34.5000,12.9583,17.0833,18.2083,12.3750,15.1250,18.2500,18.4583,11.1250,18.0833,46.5000,11.2083,29.9167,32.4583,17.6250,19.9167,14.2083,8.7917,14.2083,17.7500,21.4167,19.5833,27.2083,14.7917,29.1667,45.2500
295,2013/10/20 00:00:00,26.7083,17.3750,20.0417,23.1250,38.2500,27.6522,20.3333,41.8750,40.8333,22.0417,15.9583,28.2083,18.5833,41.6250,13.1667,-99999.0000,39.5000,14.0833,18.2500,19.2083,14.3333,23.4583,21.9167,18.7917,14.7500,22.7500,34.8750,15.7917,18.2500,18.5833,23.5000,44.4583,16.6667,20.2500,36.2917,43.8750,12.6250,34.7917,24.0833,42.4167,45.2917,40.0417,27.6667,22.7917,20.7500,23.7083,26.1667,19.9583,17.8333,32.7083,15.3750,17.1250,21.3750,13.4583,18.2500,21.5833,19.9583,15.8750,20.4583,47.2917,15.7083,22.8333,29.9583,18.6667,20.4167,14.4167,10.9583,14.4583,20.8750,21.8333,18.0000,25.1250,20.0833,24.5833,45.2083
296,2013/10/21 00:00:00,46.6667,35.7917,38.9545,37.6250,37.7826,46.6957,32.7500,41.0000,57.4167,39.8696,30.2500,35.5417,38.8750,43.6667,26.1250,-99999.0000,43.9583,19.2083,38.5417,35.7083,19.8750,41.4583,28.7500,39.7500,30.2917,40.3750,35.3333,31.1667,40.5833,34.3333,40.1250,41.7083,33.5417,28.5833,45.5833,40.1667,31.1250,33.2174,43.6250,52.8333,53.0833,47.8333,-99999.0000,44.6250,36.1667,39.9583,35.4583,39.0833,36.8750,46.3333,19.6250,35.7500,39.4167,36.3750,35.7083,39.8333,37.5000,33.5417,36.1667,48.8261,36.2917,35.1250,40.9167,38.2917,33.8333,32.1250,25.7917,30.1250,39.7917,40.5833,31.2083,43.7917,34.3333,30.9167,52.0417
297,2013/10/22 00:00:00,57.6667,41.6250,42.3333,42.3750,58.8333,53.9167,42.9583,61.7500,59.2500,39.4167,31.5833,48.7917,40.4583,60.6250,31.0833,-99999.0000,59.5833,30.5833,35.4583,37.5417,29.6667,43.0833,37.2500,39.8750,29.9167,38.3750,51.0417,34.8333,45.1250,38.3750,47.4167,53.7917,35.7500,45.1667,59.6667,58.1250,33.5000,40.4583,47.0000,70.9583,68.2917,65.1250,59.8750,48.5000,39.0833,43.6667,44.2917,40.3333,38.6250,62.0870,31.3333,38.8750,37.7500,37.0833,38.8750,44.3750,41.2500,32.5833,37.2500,60.8261,39.1250,44.2917,53.4583,39.1304,37.8333,34.3333,17.5833,32.9583,41.9167,37.7917,37.1250,46.6818,36.8333,46.9583,71.3333
298,2013/10/23 00:00:00,44.5417,34.1250,33.4583,38.7917,61.6250,51.2500,39.5417,53.3750,50.9565,39.6667,25.2083,43.9583,36.2500,53.9167,29.7500,-99999.0000,51.7917,20.4167,32.7917,34.2083,27.2083,39.7917,32.0833,36.1250,26.0833,37.0833,44.8261,31.7083,39.7083,33.6250,38.1905,53.7917,34.7500,38.9167,54.7083,53.0833,27.6667,42.0417,38.8333,62.0833,58.4167,53.3750,51.8333,40.2083,38.8750,40.7917,38.9583,33.3750,30.2083,46.3333,22.1250,34.1667,33.5417,28.0000,36.1667,39.0000,35.0000,28.0833,34.7083,55.3333,36.7917,33.7500,44.2917,33.6250,34.4583,29.9167,5.4583,25.4167,34.9583,35.1667,33.6667,41.0000,36.8750,42.7083,58.5000
299,2013/10/24 00:00:00,50.3333,43.4167,41.8333,45.0417,45.6667,46.0417,44.3750,41.2500,60.0000,50.8750,31.5833,36.5000,44.7500,45.2917,31.6667,-99999.0000,42.3750,18.1250,41.7917,41.7500,32.3333,52.9583,26.6250,48.3333,38.3043,45.7083,37.4167,38.0000,51.4167,52.0435,48.9167,39.7083,39.2917,28.9583,44.3333,38.5652,39.0417,26.2917,48.7500,51.5833,47.5417,48.2083,41.6667,48.3182,46.0000,49.1667,39.5417,43.8750,41.5417,54.6250,22.8333,47.4583,41.7917,38.8750,44.8750,46.7917,41.6250,39.2083,43.0000,42.5417,44.0833,43.8182,47.1667,43.2500,38.9444,39.9130,36.0000,33.2083,43.7917,48.4583,41.5833,50.6667,37.0417,31.0000,54.2500
300,2013/10/25 00:00:00,46.8333,33.7917,34.4348,38.5000,42.6250,47.8750,40.8333,47.0000,57.5833,35.9583,32.7917,41.8333,35.7083,54.3333,27.6250,-99999.0000,52.4167,30.8333,31.9167,32.9583,29.7083,38.2917,39.5000,36.3750,30.0000,35.0833,38.9583,29.5000,37.5417,34.5833,41.3333,49.2917,31.5000,36.7500,56.6250,46.1250,28.7500,38.7917,45.0000,64.3333,60.6250,54.9583,48.7500,38.9583,35.7083,45.6667,38.5000,34.9167,32.5417,51.4167,31.1250,38.5417,33.1250,31.3750,32.8333,40.2500,35.9583,32.3333,37.1667,49.3750,33.4583,34.4167,44.0000,34.5000,38.6250,31.5833,26.1667,33.5000,34.8750,35.6667,31.1250,42.7500,29.3333,39.3750,61.7917
